Order Date,Order ID,Returned,Sheet,Table Name
,US-2016-108455,Yes,Returns,Returns
,CA-2016-104689,Yes,Returns,Returns
,CA-2017-152660,Yes,Returns,Returns
,US-2015-136749,Yes,Returns,Returns
,CA-2015-143602,Yes,Returns,Returns
,CA-2016-134803,Yes,Returns,Returns
,CA-2016-139269,Yes,Returns,Returns
,CA-2014-123253,Yes,Returns,Returns
,CA-2016-162159,Yes,Returns,Returns
,US-2016-135720,Yes,Returns,Returns
,CA-2014-159338,Yes,Returns,Returns
,US-2017-136679,Yes,Returns,Returns
,CA-2015-113628,Yes,Returns,Returns
,CA-2017-107825,Yes,Returns,Returns
,CA-2014-160766,Yes,Returns,Returns
,CA-2016-118311,Yes,Returns,Returns
,CA-2015-130456,Yes,Returns,Returns
,CA-2014-148950,Yes,Returns,Returns
,CA-2015-119214,Yes,Returns,Returns
,CA-2015-119907,Yes,Returns,Returns
,CA-2017-137428,Yes,Returns,Returns
,CA-2014-108861,Yes,Returns,Returns
,CA-2016-130638,Yes,Returns,Returns
,CA-2015-143238,Yes,Returns,Returns
,CA-2015-109736,Yes,Returns,Returns
,CA-2014-124688,Yes,Returns,Returns
,CA-2016-133368,Yes,Returns,Returns
,CA-2017-168193,Yes,Returns,Returns
,CA-2014-135657,Yes,Returns,Returns
,CA-2016-105081,Yes,Returns,Returns
,CA-2017-154214,Yes,Returns,Returns
,CA-2015-107678,Yes,Returns,Returns
,CA-2017-144064,Yes,Returns,Returns
,CA-2017-101700,Yes,Returns,Returns
,CA-2016-113341,Yes,Returns,Returns
,CA-2015-139731,Yes,Returns,Returns
,CA-2015-132941,Yes,Returns,Returns
,CA-2015-146262,Yes,Returns,Returns
,CA-2016-115917,Yes,Returns,Returns
,US-2016-111528,Yes,Returns,Returns
,CA-2017-142328,Yes,Returns,Returns
,CA-2015-141593,Yes,Returns,Returns
,CA-2017-121258,Yes,Returns,Returns
,CA-2014-141726,Yes,Returns,Returns
,CA-2017-167003,Yes,Returns,Returns
,US-2015-160857,Yes,Returns,Returns
,CA-2016-145261,Yes,Returns,Returns
,CA-2017-112725,Yes,Returns,Returns
,CA-2016-145919,Yes,Returns,Returns
,CA-2017-140151,Yes,Returns,Returns
,CA-2015-164882,Yes,Returns,Returns
,CA-2017-123491,Yes,Returns,Returns
,CA-2014-127012,Yes,Returns,Returns
,CA-2016-123526,Yes,Returns,Returns
,CA-2017-161557,Yes,Returns,Returns
,CA-2015-150875,Yes,Returns,Returns
,CA-2015-150770,Yes,Returns,Returns
,US-2014-140452,Yes,Returns,Returns
,CA-2015-149650,Yes,Returns,Returns
,CA-2014-100867,Yes,Returns,Returns
,CA-2017-140186,Yes,Returns,Returns
,CA-2017-156391,Yes,Returns,Returns
,CA-2015-157770,Yes,Returns,Returns
,CA-2017-140963,Yes,Returns,Returns
,CA-2017-154949,Yes,Returns,Returns
,CA-2016-166275,Yes,Returns,Returns
,US-2014-143287,Yes,Returns,Returns
,CA-2014-151162,Yes,Returns,Returns
,US-2017-103828,Yes,Returns,Returns
,CA-2014-143840,Yes,Returns,Returns
,CA-2014-160773,Yes,Returns,Returns
,CA-2017-111556,Yes,Returns,Returns
,CA-2017-140585,Yes,Returns,Returns
,CA-2014-103373,Yes,Returns,Returns
,CA-2016-159023,Yes,Returns,Returns
,CA-2016-145492,Yes,Returns,Returns
,CA-2017-118122,Yes,Returns,Returns
,CA-2014-116785,Yes,Returns,Returns
,US-2014-164763,Yes,Returns,Returns
,CA-2017-122504,Yes,Returns,Returns
,CA-2017-150910,Yes,Returns,Returns
,CA-2015-162166,Yes,Returns,Returns
,US-2016-140172,Yes,Returns,Returns
,CA-2015-101910,Yes,Returns,Returns
,CA-2017-156958,Yes,Returns,Returns
,CA-2016-105585,Yes,Returns,Returns
,CA-2016-148796,Yes,Returns,Returns
,CA-2015-149636,Yes,Returns,Returns
11/8/2016,CA-2016-152156,,orders,orders
11/8/2016,CA-2016-152156,,orders,orders
6/12/2016,CA-2016-138688,,orders,orders
10/11/2015,US-2015-108966,,orders,orders
10/11/2015,US-2015-108966,,orders,orders
6/9/2014,CA-2014-115812,,orders,orders
6/9/2014,CA-2014-115812,,orders,orders
6/9/2014,CA-2014-115812,,orders,orders
6/9/2014,CA-2014-115812,,orders,orders
6/9/2014,CA-2014-115812,,orders,orders
6/9/2014,CA-2014-115812,,orders,orders
6/9/2014,CA-2014-115812,,orders,orders
4/15/2017,CA-2017-114412,,orders,orders
12/5/2016,CA-2016-161389,,orders,orders
11/22/2015,US-2015-118983,,orders,orders
11/22/2015,US-2015-118983,,orders,orders
11/11/2014,CA-2014-105893,,orders,orders
5/13/2014,CA-2014-167164,,orders,orders
8/27/2014,CA-2014-143336,,orders,orders
8/27/2014,CA-2014-143336,,orders,orders
8/27/2014,CA-2014-143336,,orders,orders
12/9/2016,CA-2016-137330,,orders,orders
12/9/2016,CA-2016-137330,,orders,orders
7/16/2017,US-2017-156909,,orders,orders
9/25/2015,CA-2015-106320,,orders,orders
1/16/2016,CA-2016-121755,,orders,orders
1/16/2016,CA-2016-121755,,orders,orders
9/17/2015,US-2015-150630,,orders,orders
9/17/2015,US-2015-150630,,orders,orders
9/17/2015,US-2015-150630,,orders,orders
9/17/2015,US-2015-150630,,orders,orders
9/17/2015,US-2015-150630,,orders,orders
9/17/2015,US-2015-150630,,orders,orders
9/17/2015,US-2015-150630,,orders,orders
10/19/2017,CA-2017-107727,,orders,orders
12/8/2016,CA-2016-117590,,orders,orders
12/8/2016,CA-2016-117590,,orders,orders
12/27/2015,CA-2015-117415,,orders,orders
12/27/2015,CA-2015-117415,,orders,orders
12/27/2015,CA-2015-117415,,orders,orders
12/27/2015,CA-2015-117415,,orders,orders
9/10/2017,CA-2017-120999,,orders,orders
7/17/2016,CA-2016-101343,,orders,orders
9/19/2017,CA-2017-139619,,orders,orders
3/11/2016,CA-2016-118255,,orders,orders
3/11/2016,CA-2016-118255,,orders,orders
10/20/2014,CA-2014-146703,,orders,orders
6/20/2016,CA-2016-169194,,orders,orders
6/20/2016,CA-2016-169194,,orders,orders
4/18/2015,CA-2015-115742,,orders,orders
4/18/2015,CA-2015-115742,,orders,orders
4/18/2015,CA-2015-115742,,orders,orders
4/18/2015,CA-2015-115742,,orders,orders
12/11/2016,CA-2016-105816,,orders,orders
12/11/2016,CA-2016-105816,,orders,orders
6/17/2016,CA-2016-111682,,orders,orders
6/17/2016,CA-2016-111682,,orders,orders
6/17/2016,CA-2016-111682,,orders,orders
6/17/2016,CA-2016-111682,,orders,orders
6/17/2016,CA-2016-111682,,orders,orders
6/17/2016,CA-2016-111682,,orders,orders
6/17/2016,CA-2016-111682,,orders,orders
11/24/2015,CA-2015-135545,,orders,orders
11/24/2015,CA-2015-135545,,orders,orders
11/24/2015,CA-2015-135545,,orders,orders
11/24/2015,CA-2015-135545,,orders,orders
4/30/2015,US-2015-164175,,orders,orders
12/5/2014,CA-2014-106376,,orders,orders
12/5/2014,CA-2014-106376,,orders,orders
6/4/2016,CA-2016-119823,,orders,orders
9/18/2016,CA-2016-106075,,orders,orders
9/14/2017,CA-2017-114440,,orders,orders
4/26/2015,US-2015-134026,,orders,orders
4/26/2015,US-2015-134026,,orders,orders
4/26/2015,US-2015-134026,,orders,orders
12/9/2017,US-2017-118038,,orders,orders
12/9/2017,US-2017-118038,,orders,orders
12/9/2017,US-2017-118038,,orders,orders
11/26/2014,US-2014-147606,,orders,orders
6/12/2016,CA-2016-127208,,orders,orders
6/12/2016,CA-2016-127208,,orders,orders
10/12/2014,CA-2014-139451,,orders,orders
10/12/2014,CA-2014-139451,,orders,orders
9/3/2015,CA-2015-149734,,orders,orders
11/13/2017,US-2017-119662,,orders,orders
5/28/2017,CA-2017-140088,,orders,orders
10/26/2017,CA-2017-155558,,orders,orders
10/26/2017,CA-2017-155558,,orders,orders
4/5/2016,CA-2016-159695,,orders,orders
9/17/2016,CA-2016-109806,,orders,orders
9/17/2016,CA-2016-109806,,orders,orders
9/17/2016,CA-2016-109806,,orders,orders
1/31/2015,CA-2015-149587,,orders,orders
1/31/2015,CA-2015-149587,,orders,orders
1/31/2015,CA-2015-149587,,orders,orders
11/6/2017,US-2017-109484,,orders,orders
11/9/2017,CA-2017-161018,,orders,orders
6/17/2017,CA-2017-157833,,orders,orders
9/6/2016,CA-2016-149223,,orders,orders
8/29/2016,CA-2016-158568,,orders,orders
8/29/2016,CA-2016-158568,,orders,orders
8/29/2016,CA-2016-158568,,orders,orders
12/1/2016,CA-2016-129903,,orders,orders
11/13/2015,US-2015-156867,,orders,orders
11/13/2015,US-2015-156867,,orders,orders
11/13/2015,US-2015-156867,,orders,orders
11/23/2017,CA-2017-119004,,orders,orders
11/23/2017,CA-2017-119004,,orders,orders
11/23/2017,CA-2017-119004,,orders,orders
10/15/2015,CA-2015-129476,,orders,orders
12/25/2017,CA-2017-146780,,orders,orders
11/3/2016,CA-2016-128867,,orders,orders
11/3/2016,CA-2016-128867,,orders,orders
8/25/2014,CA-2014-115259,,orders,orders
8/25/2014,CA-2014-115259,,orders,orders
8/25/2014,CA-2014-115259,,orders,orders
8/25/2014,CA-2014-115259,,orders,orders
3/2/2015,CA-2015-110457,,orders,orders
4/5/2015,US-2015-136476,,orders,orders
6/12/2016,CA-2016-103730,,orders,orders
6/12/2016,CA-2016-103730,,orders,orders
6/12/2016,CA-2016-103730,,orders,orders
6/12/2016,CA-2016-103730,,orders,orders
6/12/2016,CA-2016-103730,,orders,orders
12/26/2014,US-2014-152030,,orders,orders
9/20/2014,US-2014-134614,,orders,orders
11/5/2017,US-2017-107272,,orders,orders
11/5/2017,US-2017-107272,,orders,orders
11/6/2016,US-2016-125969,,orders,orders
11/6/2016,US-2016-125969,,orders,orders
2/2/2017,US-2017-164147,,orders,orders
2/2/2017,US-2017-164147,,orders,orders
2/2/2017,US-2017-164147,,orders,orders
10/13/2016,CA-2016-145583,,orders,orders
10/13/2016,CA-2016-145583,,orders,orders
10/13/2016,CA-2016-145583,,orders,orders
10/13/2016,CA-2016-145583,,orders,orders
10/13/2016,CA-2016-145583,,orders,orders
10/13/2016,CA-2016-145583,,orders,orders
10/13/2016,CA-2016-145583,,orders,orders
9/5/2016,CA-2016-110366,,orders,orders
9/18/2017,CA-2017-106180,,orders,orders
9/18/2017,CA-2017-106180,,orders,orders
9/18/2017,CA-2017-106180,,orders,orders
12/22/2017,CA-2017-155376,,orders,orders
9/7/2015,CA-2015-110744,,orders,orders
10/22/2014,CA-2014-110072,,orders,orders
12/5/2016,CA-2016-114489,,orders,orders
12/5/2016,CA-2016-114489,,orders,orders
12/5/2016,CA-2016-114489,,orders,orders
12/5/2016,CA-2016-114489,,orders,orders
3/13/2016,CA-2016-158834,,orders,orders
3/13/2016,CA-2016-158834,,orders,orders
5/31/2015,CA-2015-124919,,orders,orders
5/31/2015,CA-2015-124919,,orders,orders
5/31/2015,CA-2015-124919,,orders,orders
5/28/2015,CA-2015-118948,,orders,orders
3/1/2014,CA-2014-104269,,orders,orders
11/20/2016,CA-2016-114104,,orders,orders
11/20/2016,CA-2016-114104,,orders,orders
5/11/2016,CA-2016-162733,,orders,orders
12/28/2015,CA-2015-119697,,orders,orders
11/16/2016,CA-2016-154508,,orders,orders
11/7/2016,CA-2016-113817,,orders,orders
9/8/2014,CA-2014-139892,,orders,orders
9/8/2014,CA-2014-139892,,orders,orders
9/8/2014,CA-2014-139892,,orders,orders
9/8/2014,CA-2014-139892,,orders,orders
9/8/2014,CA-2014-139892,,orders,orders
9/8/2014,CA-2014-139892,,orders,orders
9/8/2014,CA-2014-139892,,orders,orders
8/5/2014,CA-2014-118962,,orders,orders
8/5/2014,CA-2014-118962,,orders,orders
8/5/2014,CA-2014-118962,,orders,orders
9/14/2014,US-2014-100853,,orders,orders
9/14/2014,US-2014-100853,,orders,orders
4/21/2017,US-2017-152366,,orders,orders
11/21/2015,US-2015-101511,,orders,orders
11/21/2015,US-2015-101511,,orders,orders
12/15/2015,CA-2015-137225,,orders,orders
12/5/2014,CA-2014-166191,,orders,orders
12/5/2014,CA-2014-166191,,orders,orders
11/19/2014,CA-2014-158274,,orders,orders
11/19/2014,CA-2014-158274,,orders,orders
11/19/2014,CA-2014-158274,,orders,orders
11/28/2016,CA-2016-105018,,orders,orders
8/26/2014,CA-2014-123260,,orders,orders
7/16/2016,CA-2016-157000,,orders,orders
7/16/2016,CA-2016-157000,,orders,orders
10/12/2015,CA-2015-102281,,orders,orders
10/12/2015,CA-2015-102281,,orders,orders
10/12/2015,CA-2015-102281,,orders,orders
10/12/2015,CA-2015-102281,,orders,orders
10/12/2015,CA-2015-102281,,orders,orders
10/31/2015,CA-2015-131457,,orders,orders
3/21/2014,CA-2014-140004,,orders,orders
3/21/2014,CA-2014-140004,,orders,orders
11/6/2017,CA-2017-107720,,orders,orders
7/6/2017,US-2017-124303,,orders,orders
7/6/2017,US-2017-124303,,orders,orders
6/24/2017,CA-2017-105074,,orders,orders
8/3/2014,CA-2014-133690,,orders,orders
8/3/2014,CA-2014-133690,,orders,orders
12/17/2017,US-2017-116701,,orders,orders
6/3/2017,CA-2017-126382,,orders,orders
12/9/2017,CA-2017-108329,,orders,orders
12/1/2017,CA-2017-135860,,orders,orders
12/1/2017,CA-2017-135860,,orders,orders
12/1/2017,CA-2017-135860,,orders,orders
12/1/2017,CA-2017-135860,,orders,orders
12/1/2017,CA-2017-135860,,orders,orders
2/9/2015,CA-2015-101007,,orders,orders
1/2/2015,CA-2015-146262,,orders,orders
1/2/2015,CA-2015-146262,,orders,orders
1/2/2015,CA-2015-146262,,orders,orders
1/2/2015,CA-2015-146262,,orders,orders
1/2/2015,CA-2015-146262,,orders,orders
10/28/2016,CA-2016-130162,,orders,orders
10/28/2016,CA-2016-130162,,orders,orders
12/24/2015,CA-2015-169397,,orders,orders
12/24/2015,CA-2015-169397,,orders,orders
12/24/2015,CA-2015-169397,,orders,orders
12/24/2015,CA-2015-169397,,orders,orders
12/24/2015,CA-2015-169397,,orders,orders
12/24/2015,CA-2015-169397,,orders,orders
8/9/2015,CA-2015-163055,,orders,orders
8/9/2015,CA-2015-163055,,orders,orders
8/9/2015,CA-2015-163055,,orders,orders
2/28/2015,US-2015-145436,,orders,orders
2/28/2015,US-2015-145436,,orders,orders
9/13/2014,US-2014-156216,,orders,orders
4/7/2017,US-2017-100930,,orders,orders
4/7/2017,US-2017-100930,,orders,orders
4/7/2017,US-2017-100930,,orders,orders
4/7/2017,US-2017-100930,,orders,orders
4/7/2017,US-2017-100930,,orders,orders
11/12/2017,CA-2017-160514,,orders,orders
6/4/2016,CA-2016-157749,,orders,orders
6/4/2016,CA-2016-157749,,orders,orders
6/4/2016,CA-2016-157749,,orders,orders
6/4/2016,CA-2016-157749,,orders,orders
6/4/2016,CA-2016-157749,,orders,orders
6/4/2016,CA-2016-157749,,orders,orders
6/4/2016,CA-2016-157749,,orders,orders
6/1/2014,CA-2014-131926,,orders,orders
6/1/2014,CA-2014-131926,,orders,orders
6/1/2014,CA-2014-131926,,orders,orders
6/1/2014,CA-2014-131926,,orders,orders
6/1/2014,CA-2014-131926,,orders,orders
12/10/2016,CA-2016-154739,,orders,orders
9/11/2016,CA-2016-145625,,orders,orders
9/11/2016,CA-2016-145625,,orders,orders
12/10/2016,CA-2016-146941,,orders,orders
12/10/2016,CA-2016-146941,,orders,orders
11/28/2015,US-2015-159982,,orders,orders
11/28/2015,US-2015-159982,,orders,orders
11/28/2015,US-2015-159982,,orders,orders
11/28/2015,US-2015-159982,,orders,orders
12/1/2017,CA-2017-163139,,orders,orders
12/1/2017,CA-2017-163139,,orders,orders
12/1/2017,CA-2017-163139,,orders,orders
6/8/2017,US-2017-155299,,orders,orders
9/19/2014,US-2014-106992,,orders,orders
9/19/2014,US-2014-106992,,orders,orders
6/6/2016,CA-2016-125318,,orders,orders
11/10/2015,CA-2015-155040,,orders,orders
6/16/2017,CA-2017-136826,,orders,orders
1/22/2016,CA-2016-111010,,orders,orders
12/9/2017,US-2017-145366,,orders,orders
12/9/2017,US-2017-145366,,orders,orders
12/28/2017,CA-2017-163979,,orders,orders
7/30/2015,CA-2015-155334,,orders,orders
7/30/2015,CA-2015-155334,,orders,orders
7/30/2015,CA-2015-155334,,orders,orders
9/16/2017,CA-2017-118136,,orders,orders
9/16/2017,CA-2017-118136,,orders,orders
10/13/2017,CA-2017-132976,,orders,orders
10/13/2017,CA-2017-132976,,orders,orders
10/13/2017,CA-2017-132976,,orders,orders
10/13/2017,CA-2017-132976,,orders,orders
9/26/2015,US-2015-161991,,orders,orders
9/26/2015,US-2015-161991,,orders,orders
11/2/2015,CA-2015-130890,,orders,orders
9/26/2015,CA-2015-130883,,orders,orders
9/26/2015,CA-2015-130883,,orders,orders
9/26/2015,CA-2015-130883,,orders,orders
12/18/2016,CA-2016-112697,,orders,orders
12/18/2016,CA-2016-112697,,orders,orders
12/18/2016,CA-2016-112697,,orders,orders
11/20/2016,CA-2016-110772,,orders,orders
11/20/2016,CA-2016-110772,,orders,orders
11/20/2016,CA-2016-110772,,orders,orders
11/20/2016,CA-2016-110772,,orders,orders
12/26/2014,CA-2014-111451,,orders,orders
12/26/2014,CA-2014-111451,,orders,orders
12/26/2014,CA-2014-111451,,orders,orders
12/26/2014,CA-2014-111451,,orders,orders
12/26/2014,CA-2014-111451,,orders,orders
10/28/2016,CA-2016-142545,,orders,orders
10/28/2016,CA-2016-142545,,orders,orders
10/28/2016,CA-2016-142545,,orders,orders
10/28/2016,CA-2016-142545,,orders,orders
10/28/2016,CA-2016-142545,,orders,orders
11/19/2017,US-2017-152380,,orders,orders
5/4/2015,CA-2015-144253,,orders,orders
12/30/2014,CA-2014-130960,,orders,orders
6/1/2014,CA-2014-111003,,orders,orders
6/1/2014,CA-2014-111003,,orders,orders
4/15/2017,CA-2017-126774,,orders,orders
9/12/2016,CA-2016-142902,,orders,orders
9/12/2016,CA-2016-142902,,orders,orders
9/12/2016,CA-2016-142902,,orders,orders
9/12/2016,CA-2016-142902,,orders,orders
9/27/2014,CA-2014-120887,,orders,orders
8/9/2014,CA-2014-167850,,orders,orders
8/9/2014,CA-2014-167850,,orders,orders
12/28/2014,CA-2014-164259,,orders,orders
11/4/2014,CA-2014-164973,,orders,orders
11/4/2014,CA-2014-164973,,orders,orders
11/4/2014,CA-2014-164973,,orders,orders
11/4/2014,CA-2014-164973,,orders,orders
11/4/2014,CA-2014-164973,,orders,orders
9/19/2014,CA-2014-156601,,orders,orders
4/23/2016,CA-2016-162138,,orders,orders
4/23/2016,CA-2016-162138,,orders,orders
11/3/2017,CA-2017-153339,,orders,orders
8/30/2016,US-2016-141544,,orders,orders
8/30/2016,US-2016-141544,,orders,orders
